,date,description,notes,species,strain,genotype,age,sex,weight,solution,internal,temperature,important,expUnit,slice_slice,slice_notes,slice_location,slice_orientation,important.1,cell_cell,cell_notes,cell_type,cell_location,cell_important,data_incomplete,data_complete,data_images
56,2018.08.31_000,"NM3 - VGAT DOB 7/11/2018, 23g, p51, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  Animal was NIHL exposed 8/14, ABR 8/29 (or 8/28?)  ",Std ACSF with 5+ uM CNQX disodium  Recording with Hi Cl cesium based internal.  s0c0 - cartwheel s1c0 - pyramidal s2c0 - pyramidal  All good. ,CBA Mouse,vGAT,het,p51,M,23g,Standard ACSF,Cesium,34C,True,True,slice_001, , , ,True,cell_000, ,pyramidal, ,True,"Map_NewBlueLaser_VC_10Hz_000.V.0/1, Map_NewBlueLaser_VC_10Hz_001.V.0/1, Map_NewBlueLaser_VC_10Hz_002.V.0/1, Map_NewBlueLaser_VC_10Hz_003.V.0/1, Map_NewBlueLaser_VC_10Hz_004.V.0/1, Map_NewBlueLaser_VC_10Hz_005.V.0/1, Map_NewBlueLaser_VC_10Hz_007.V.0/1, Map_NewBlueLaser_VC_10Hz_008.V.0/1, Map_NewBlueLaser_VC_10Hz_009.V.0/1, VGAT_5mspulses_5Hz_pt035_to_pt06_002.V.0/1, VGAT_5mspulses_5Hz_pt045_to_pt1_001.V.0/1, VGAT_5mspulses_5Hz_pt045_to_pt1_002.V.0/1, VGAT_5mspulses_5Hz_pt06_to_pt5_000.V.0/1, VGAT_5mspulses_5Hz_pt06_to_pt5_001.V.0/1, VGAT_5mspulses_5Hz_pt06_to_pt5_002.V.0/1, VGAT_5mspulses_5Hz_pt06_to_pt5_003.V.0/1, VGAT_5mspulses_5Hz_pt06_to_pt5_004.V.0/1, VGAT_5mspulses_5Hz_pt06_to_pt5_005.V.0/1, VGAT_5mspulses_5Hz_pt06_to_pt5_006.V.0/1, VGAT_5mspulses_5Hz_pt06_to_pt5_007.V.0/1, VGAT_5mspulses_5Hz_pt06_to_pt5_008.V.0/1, VGAT_5mspulses_5Hz_pt06_to_pt5_009.V.0/1, VGAT_5mspulses_5Hz_pt06_to_pt5_010.V.0/1","Map_NewBlueLaser_VC_10Hz_006, VCIV_simple_000, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt035_to_pt06_001, VGAT_5mspulses_5Hz_pt045_to_pt1_000","Images:  14, Videos:  10"
57,2018.08.31_000,"NM3 - VGAT DOB 7/11/2018, 23g, p51, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  Animal was NIHL exposed 8/14, ABR 8/29 (or 8/28?)  ",Std ACSF with 5+ uM CNQX disodium  Recording with Hi Cl cesium based internal.  s0c0 - cartwheel s1c0 - pyramidal s2c0 - pyramidal  All good. ,CBA Mouse,vGAT,het,p51,M,23g,Standard ACSF,Cesium,34C,True,True,slice_002, , , ,True,cell_000, ,pyramidal, ,True,VGAT_5mspulses_5Hz_pt035_to_pt06_nolight.V.20/270,"VCIV_simple_001, VCIV_simple_002, VCIV_simple_003, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt035_to_pt06_001, VGAT_5mspulses_5Hz_pt035_to_pt06_002, VGAT_5mspulses_5Hz_pt045_to_pt1_000, VGAT_5mspulses_5Hz_pt045_to_pt1_001, VGAT_5mspulses_5Hz_pt06_to_pt5_000, VGAT_5mspulses_5Hz_pt06_to_pt5_001",Images:   2
58,2018.09.04_000,"NM4 - VGAT DOB 7/11/2018, 24g, p55, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  Animal was NIHL exposed 8/14, ABR 8/29 (or 8/28?)  ","Std ACSF with 5+ uM CNQX disodium  Recording with Hi Cl cesium based internal.  S3C0 - probable TV cell, nice responses",CBA Mouse,VGAT,het,p55,m,24g,Standard ACSF,Cesium,34C,True,True,slice_003, , , ,True,cell_000,"Probable tuberculoventral? deep layer IIish, two long dendrites, bipolarish all the way across slice??",unknown, ,True,"Ttest_000.V.4/41, Ttest_001.V.4/41, Ttest_002.V.4/41","Ttest_003, VCIV_simple_000, VCIV_simple_001, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt035_to_pt06_001, VGAT_5mspulses_5Hz_pt045_to_pt1_000, VGAT_5mspulses_5Hz_pt045_to_pt1_001, VGAT_5mspulses_5Hz_pt045_to_pt1_002","Images:  14, Videos:  10"
59,2018.09.10_000,"NN9 - VGAT DOB 7/11/2018, 18g, p61, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)    ",Std ACSF with 5+ uM CNQX disodium  Recording with Hi Cl cesium based internal.  s0c0 - nice cartwheel with lots of maps s1c0 - nice cartwheel with lost of maps - lots of sponts,CBA Mouse,VGAT,het,p61,F,18g,Standard ACSF,Cesium,34C,True,True,slice_000,"2nd slice? not far from top, but looks further down? I'm confused..", , ,True,cell_000,"Spontaneous galore, but nice and did 4 good maps, 3 low intensity, one high  Great access throughout!!",cartwheel,mid layer I,True,VGAT_5mspulses_5Hz_pt035_to_pt06_000.V.0/1,"VCIV_simple_000, VCIV_simple_001, VCIV_simple_002, VCIV_simple_003, VGAT_5mspulses_5Hz_pt035_to_pt06_001, VGAT_5mspulses_5Hz_pt035_to_pt06_002, VGAT_5mspulses_5Hz_pt035_to_pt06_003, VGAT_5mspulses_5Hz_pt045_to_pt1_000","Images:   9, Videos:   8"
60,2018.09.10_000,"NN9 - VGAT DOB 7/11/2018, 18g, p61, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)    ",Std ACSF with 5+ uM CNQX disodium  Recording with Hi Cl cesium based internal.  s0c0 - nice cartwheel with lots of maps s1c0 - nice cartwheel with lost of maps - lots of sponts,CBA Mouse,VGAT,het,p61,F,18g,Standard ACSF,Cesium,34C,True,True,slice_001,deep slice 2?, , ,True,cell_000,"some later access issues, a lot of early spont activity...  Still, not a bad cell.",cartwheel, ,True,VGAT_5mspulses_5Hz_pt035_to_pt06_002.V.1/265,"VCIV_simple_000, VCIV_simple_001, VCIV_simple_002, VCIV_simple_003, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt035_to_pt06_001, VGAT_5mspulses_5Hz_pt035_to_pt06_003, VGAT_5mspulses_5Hz_pt035_to_pt06_004, VGAT_5mspulses_5Hz_pt045_to_pt1_000","Images:   9, Videos:   6"
61,2018.09.11_000,"NN4 - VGAT DOB 7/11/2018, 18g, p62, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)    ",Std ACSF with 5+ uM CNQX disodium  Recording with Hi Cl cesium based internal. ,CBA Mouse,VGAT,het,p62,f,18g,Standard ACSF,Cesium,34C,True,True,slice_000,slice 3.5 -  top bit slice 1.5 slice 2.5 slice 3.5 <- this one NO MORE, , ,True,cell_000, , , , , , ,No Images or Videos
62,2018.09.11_000,"NN4 - VGAT DOB 7/11/2018, 18g, p62, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)    ",Std ACSF with 5+ uM CNQX disodium  Recording with Hi Cl cesium based internal. ,CBA Mouse,VGAT,het,p62,f,18g,Standard ACSF,Cesium,34C,True,True,slice_000,slice 3.5 -  top bit slice 1.5 slice 2.5 slice 3.5 <- this one NO MORE, , ,True,cell_001,Gorgeous pyramidal cell with beautiful responses..,pyramidal, ,True,"VGAT_5mspulses_5Hz_pt035_to_pt06_000.V.14/306, VGAT_5mspulses_5Hz_pt035_to_pt06_002.V.7/306","VCIV_simple_000, VCIV_simple_001, VGAT_5mspulses_5Hz_pt035_to_pt06_001, VGAT_5mspulses_5Hz_pt035_to_pt06_003, VGAT_5mspulses_5Hz_pt045_to_pt1_000","Images:  20, Videos:  15"
63,2018.09.11_000,"NN4 - VGAT DOB 7/11/2018, 18g, p62, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)    ",Std ACSF with 5+ uM CNQX disodium  Recording with Hi Cl cesium based internal. ,CBA Mouse,VGAT,het,p62,f,18g,Standard ACSF,Cesium,34C,True,True,slice_003,flipped slice 2 , , ,True,cell_000,"Nice cell, lots of maps, not super access but should be good enough..",cartwheel, ,True, ,"VCIV_simple_000, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt035_to_pt06_001, VGAT_5mspulses_5Hz_pt035_to_pt06_002, VGAT_5mspulses_5Hz_pt045_to_pt1_000","Images:   9, Videos:   5"
64,2018.10.01_000,"N02 - VGAT DOB 7/16/2018, 20g, p77, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ","Std ACSF with 5+ uM CNQX disodium  Recording with Hi Cl cesium based internal - slice 001 switched to K+ internal  PROBLEMS  two cells in slice_000 recorded in QX-314 free internal soln (oops) pyramidal cell in slice_001 was great, but flow stopped at some unknown point (saline bottle tilted to ~70 degrees and flow tube came out), so temperature/oxygenation were goofy, hence low firing rates  Nothing worthwhile besides testing concept of inhibitory light to test effect on pyramidal cell firing...",CBA Mouse,VGAT,het,p77,f,20g,Standard ACSF,Cesium,34C, ,True,slice_000, , , , ,cell_000, , , ,False,"VGAT_5mspulses_5Hz_pt035_to_pt06_000.V.0/1, VGAT_5mspulses_5Hz_pt035_to_pt06_001.V.0/1","VCIV_simple_000, VGAT_5mspulses_5Hz_pt035_to_pt06_002","Images:  12, Videos:  11"
65,2018.10.01_000,"N02 - VGAT DOB 7/16/2018, 20g, p77, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ","Std ACSF with 5+ uM CNQX disodium  Recording with Hi Cl cesium based internal - slice 001 switched to K+ internal  PROBLEMS  two cells in slice_000 recorded in QX-314 free internal soln (oops) pyramidal cell in slice_001 was great, but flow stopped at some unknown point (saline bottle tilted to ~70 degrees and flow tube came out), so temperature/oxygenation were goofy, hence low firing rates  Nothing worthwhile besides testing concept of inhibitory light to test effect on pyramidal cell firing...",CBA Mouse,VGAT,het,p77,f,20g,Standard ACSF,Cesium,34C, ,True,slice_000, , , , ,cell_001, , , , , ,"VCIV_simple_000, VCIV_simple_001, VCIV_simple_002, VCIV_simple_003, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt045_to_pt1_000","Images:  16, Videos:  13"
66,2018.10.01_000,"N02 - VGAT DOB 7/16/2018, 20g, p77, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ","Std ACSF with 5+ uM CNQX disodium  Recording with Hi Cl cesium based internal - slice 001 switched to K+ internal  PROBLEMS  two cells in slice_000 recorded in QX-314 free internal soln (oops) pyramidal cell in slice_001 was great, but flow stopped at some unknown point (saline bottle tilted to ~70 degrees and flow tube came out), so temperature/oxygenation were goofy, hence low firing rates  Nothing worthwhile besides testing concept of inhibitory light to test effect on pyramidal cell firing...",CBA Mouse,VGAT,het,p77,f,20g,Standard ACSF,Cesium,34C, ,True,slice_001, , , , ,cell_000, , , , ,"VGAT_5mspulses_5Hz_pt045_to_pt1_000.I.5/72, VGAT_5mspulses_5Hz_pt045_to_pt1_001.I.5/72, VGAT_IC_single_001.I.54/55","CCIV_1nA_max_000, CCIV_4nA_max_000, VGAT_5mspulses_5Hz_pt045_to_pt1_002, VGAT_CC100msdepol_5mspulses_5Hz_pt045_to_pt1_000, VGAT_CC100msdepol_5mspulses_5Hz_pt045_to_pt1_001, VGAT_IC_single_000","Images:  13, Videos:  11"
67,2018.10.01_000,"N02 - VGAT DOB 7/16/2018, 20g, p77, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ","Std ACSF with 5+ uM CNQX disodium  Recording with Hi Cl cesium based internal - slice 001 switched to K+ internal  PROBLEMS  two cells in slice_000 recorded in QX-314 free internal soln (oops) pyramidal cell in slice_001 was great, but flow stopped at some unknown point (saline bottle tilted to ~70 degrees and flow tube came out), so temperature/oxygenation were goofy, hence low firing rates  Nothing worthwhile besides testing concept of inhibitory light to test effect on pyramidal cell firing...",CBA Mouse,VGAT,het,p77,f,20g,Standard ACSF,Cesium,34C, ,True,slice_001, , , , ,cell_001, , , , , , ,No Images or Videos
68,2018.10.03_000,"N03 - VGAT DOB 7/16/2018, 20g, p79, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ","Std ACSF with 5+ uM CNQX disodium  No pyramidal cells. Did a couple input output I/V curves on one cartwheel and one TV cell. Not great, a bit of leak, but...",CBA Mouse,vGAT,het,p79,f,20g,Standard ACSF,Standard K-Gluc,34C,True,True,slice_001, , , , ,cell_000, , , , ,CCIV_1nA_max_000.I.35/41,"CC_VGAT_5mspulses_5Hz_pt035_to_pt06_000, CC_VGAT_5mspulses_5Hz_pt035_to_pt06_001, CC_VGAT_5mspulses_5Hz_pt035_to_pt06_002, CC_VGAT_5mspulses_5Hz_pt035_to_pt06_003, CC_VGAT_5mspulses_5Hz_pt035_to_pt06_004, CCIV_long_000","Images:   6, Videos:   4"
69,2018.10.03_000,"N03 - VGAT DOB 7/16/2018, 20g, p79, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ","Std ACSF with 5+ uM CNQX disodium  No pyramidal cells. Did a couple input output I/V curves on one cartwheel and one TV cell. Not great, a bit of leak, but...",CBA Mouse,vGAT,het,p79,f,20g,Standard ACSF,Standard K-Gluc,34C,True,True,slice_003, , , , ,cell_000, , , , ,VGAT_5mspulses_5Hz_pt035_to_pt06_CA_000.V.11/88, ,Images:   1
70,2018.10.05_000,"N01 - VGAT DOB 7/16/2018, 26g, p81, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5+ uM CNQX disodium  NICE!!!,CBA Mouse,VGAT,het,p81,m,26g,Standard ACSF,Standard K-Gluc,34C,True,True,slice_000, , , ,True,cell_000,leaky but amazing. Got leaky quick with laser. Moving slice??  Interesting fill...,giant, ,True,VGAT_CC40msdepol_20mspulses_1Hz_pt05_to_pt2_000.I.13/20,"CCIV_1nA_max_000, CCIV_4nA_max_000, CCIV_4nA_max_001","Images:  13, Videos:  10"
71,2018.10.05_000,"N01 - VGAT DOB 7/16/2018, 26g, p81, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5+ uM CNQX disodium  NICE!!!,CBA Mouse,VGAT,het,p81,m,26g,Standard ACSF,Standard K-Gluc,34C,True,True,slice_000, , , ,True,cell_001,WHAT?? IS?? THIS???  excitatory cell (no response to light) but small and fires at max of 30-50 Hz at 34 C???  WITH NO INHIBITORY INPUT (in response to various blue laser)  WHAT??,unknown, , ,CC_VGAT_5mspulses_5Hz_pt045_to_pt1_000.I.2/20,"CC_VGAT_5mspulses_5Hz_pt045_to_pt1_001, CCIV_long_000, CCIV_long_001, Map_NewBlueLaser_IC_10Hz_Range_000, Map_NewBlueLaser_IC_10Hz_Range_001","Images:   3, Videos:   1"
72,2018.10.05_000,"N01 - VGAT DOB 7/16/2018, 26g, p81, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5+ uM CNQX disodium  NICE!!!,CBA Mouse,VGAT,het,p81,m,26g,Standard ACSF,Standard K-Gluc,34C,True,True,slice_001, , , ,True,cell_000,Some leak but nice input/output,cartwheel, ,True,"CC_VGAT_5mspulses_5Hz_pt045_to_pt1_002.I.3/132, CCIV_long_000.I.16/21","CC_VGAT_5mspulses_5Hz_pt035_to_pt06_000, CC_VGAT_5mspulses_5Hz_pt035_to_pt06_001, CC_VGAT_5mspulses_5Hz_pt035_to_pt06_002, CC_VGAT_5mspulses_5Hz_pt045_to_pt1_000, CC_VGAT_5mspulses_5Hz_pt045_to_pt1_001, CC_VGAT_5mspulses_5Hz_pt045_to_pt1_003, CCIV_1nA_Posonly_000, CCIV_long_001","Images:  11, Videos:   8"
73,2018.10.05_000,"N01 - VGAT DOB 7/16/2018, 26g, p81, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5+ uM CNQX disodium  NICE!!!,CBA Mouse,VGAT,het,p81,m,26g,Standard ACSF,Standard K-Gluc,34C,True,True,slice_003, , , ,True,cell_000,"WOWOWOWOW!! Access is imperfect, but steady and great for CC firing.  Lots of maps with different protocols and current injections. Use TO FIGURE OUT WHAT TO DO FOR FIGURES!!!!",pyramidal, ,True,"CC_VGAT_5mspulses_5Hz_pt045_to_pt1_000.I.0/1, CC_VGAT_5mspulses_5Hz_pt045_to_pt1_001.I.0/1, CC_VGAT_5mspulses_5Hz_pt045_to_pt1_002.I.0/1, VGAT_CC200msdepol_20mspulses_1Hz_pt05_to_pt2_002.I.6/104, VGAT_CC200msdepol_20mspulseTRAIN_1Hz_pt05_to_pt2_000_000.I.1/104, VGAT_CC40msdepol_20mspulses_1Hz_pt05_to_pt2_000.I.4/20","CCIV_1nA_max_000, CCIV_1nA_Posonly_000, CCIV_4nA_max_000, CCIV_long_000, VGAT_CC200msdepol_20mspulses_1Hz_pt05_to_pt2_000, VGAT_CC200msdepol_20mspulses_1Hz_pt05_to_pt2_001, VGAT_CC200msdepol_20mspulses_1Hz_pt05_to_pt2_003, VGAT_CC200msdepol_20mspulseTRAIN_1Hz_pt05_to_pt2_000_001, VGAT_CC200msdepol_20mspulseTRAIN_1Hz_pt05_to_pt2_000_002, VGAT_CC40msdepol_20mspulses_1Hz_pt05_to_pt2_001","Images:  18, Videos:  20"
74,2018.10.08_000,"NP3 - VGAT DOB 7/16/2018, 30g, p84, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ","Std ACSF with 5+ uM CNQX disodium  Some nice cells, only one really good piece of data - ",CBA Mouse,VGAT,het,p84,M,30g,Standard ACSF,Standard K-Gluc,34C,True,True,slice_000, , , , ,cell_000, , , , , ,"CCIV_1nA_max_000, CCIV_1nA_Posonly_000",No Images or Videos
75,2018.10.08_000,"NP3 - VGAT DOB 7/16/2018, 30g, p84, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ","Std ACSF with 5+ uM CNQX disodium  Some nice cells, only one really good piece of data - ",CBA Mouse,VGAT,het,p84,M,30g,Standard ACSF,Standard K-Gluc,34C,True,True,slice_001,"2nd slice from dorsal surface. And top slice was thin, so not far from surface... ", , ,True,cell_000,Huge gorgeous pyramial cell. Leaky but nice.  RAN ALL THE PROTOCOLS,pyramidal, ,True,"CCIV_Pre_000.I.3/11, CCIV_Pre_001.I.5/11, VGAT_CC200msdepol_20mspulseTRAIN_1Hz_pt05_to_pt2_000_001.I.0/1, VGAT_CC200msdepol_20mspulseTRAIN_1Hz_pt05_to_pt2_000_002.I.0/1, VGAT_CC200msdepol_20mspulseTRAIN_1Hz_pt05_to_pt2_000_004.I.0/1","CCIV_1nA_max_000, CCIV_1nA_max_001, CCIV_4nA_max_000, CCIV_4nA_max_001, CCIV_4nA_max_002, CCIV_Pre_002, VGAT_CC200msdepol_20mspulseTRAIN_1Hz_pt05_to_pt2_000_000, VGAT_CC200msdepol_20mspulseTRAIN_1Hz_pt05_to_pt2_000_003, VGAT_CC200msdepol_20mspulseTRAIN_1Hz_pt05_to_pt2_000_005, VGAT_CC200msdepol_20mspulseTRAIN_1Hz_pt05_to_pt2_000_006, VGAT_CC200msdepol_20mspulseTRAIN_1Hz_pt05_to_pt2_001, VGAT_CC200msdepol_20mspulseTRAIN_1Hz_pt05_to_pt2_002, VGAT_CC200msdepol_20mspulseTRAIN_1Hz_pt05_to_pt2_003","Images:  21, Videos:  13"
76,2018.10.08_000,"NP3 - VGAT DOB 7/16/2018, 30g, p84, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ","Std ACSF with 5+ uM CNQX disodium  Some nice cells, only one really good piece of data - ",CBA Mouse,VGAT,het,p84,M,30g,Standard ACSF,Standard K-Gluc,34C,True,True,slice_002, , , , ,cell_000, , , , , ,"CCIV_1nA_max_000, CCIV_4nA_max_000",Images:   1
77,2018.10.09_000,"NP2 - VGAT DOB 7/16/2018, 31g, p85, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5+ uM CNQX disodium  ,CBA Mouse,VGAT,het,85d,M,31g,Standard ACSF,Standard K-Gluc,34C,True,True,slice_000, , , ,True,cell_000, ,cartwheel, ,True,"CC_VGAT_5mspulses_5Hz_pt035_to_pt06_004.I.4/67, CC_VGAT_5mspulses_5Hz_pt035_to_pt06_005.I.8/67, CCIV_long_000.I.5/21","CC_VGAT_5mspulses_5Hz_pt035_to_pt06_000, CC_VGAT_5mspulses_5Hz_pt035_to_pt06_001, CC_VGAT_5mspulses_5Hz_pt035_to_pt06_002, CC_VGAT_5mspulses_5Hz_pt035_to_pt06_003, CC_VGAT_5mspulses_5Hz_pt035_to_pt06_006, CC_VGAT_5mspulses_5Hz_pt035_to_pt06_007, CC_VGAT_5mspulses_5Hz_pt045_to_pt1_000, CCIV_1nA_max_000, CCIV_1nA_max_001, CCIV_1nA_max_002, CCIV_long_001","Images:   6, Videos:   5"
78,2018.10.09_000,"NP2 - VGAT DOB 7/16/2018, 31g, p85, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5+ uM CNQX disodium  ,CBA Mouse,VGAT,het,85d,M,31g,Standard ACSF,Standard K-Gluc,34C,True,True,slice_001, , , ,True,cell_000, ,tuberculoventral, ,True,CC_VGAT_5mspulses_5Hz_pt045_to_pt1_000.I.34/70,"CC_VGAT_5mspulses_5Hz_pt035_to_pt06_000, CC_VGAT_5mspulses_5Hz_pt035_to_pt06_001, CCIV_1nA_Posonly_000, CCIV_long_000","Images:  12, Videos:  11"
79,2018.10.09_000,"NP2 - VGAT DOB 7/16/2018, 31g, p85, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5+ uM CNQX disodium  ,CBA Mouse,VGAT,het,85d,M,31g,Standard ACSF,Standard K-Gluc,34C,True,True,slice_003, , , ,True,cell_000, ,tuberculoventral, ,True,CC_VGAT_5mspulses_5Hz_pt035_to_pt06_000.I.7/77,"CC_VGAT_5mspulses_5Hz_pt035_to_pt06_001, CC_VGAT_5mspulses_5Hz_pt045_to_pt1_000, CC_VGAT_5mspulses_5Hz_pt045_to_pt1_001, CC_VGAT_5mspulses_5Hz_pt045_to_pt1_002, CCIV_1nA_Posonly_000, CCIV_1nA_Posonly_001, CCIV_4nA_max_000, CCIV_long_000, CCIV_long_001","Images:  11, Videos:   7"
80,2018.10.11_000,"NS9- NIHL? - VGAT DOB 8/22/2018, 17g, p50, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal.,CBA Mouse,vGAT,het,p50,f,17g,Standard ACSF,Cesium,34C,True,True,slice_000, , , ,True,cell_000, ,cartwheel, , ,VCIV_simple_000.V.32/41, ,No Images or Videos
81,2018.10.11_000,"NS9- NIHL? - VGAT DOB 8/22/2018, 17g, p50, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal.,CBA Mouse,vGAT,het,p50,f,17g,Standard ACSF,Cesium,34C,True,True,slice_000, , , ,True,cell_001, ,cartwheel, ,True,VCIV_simple_001.V.40/41,"VCIV_simple_000, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt035_to_pt06_001, VGAT_5mspulses_5Hz_pt035_to_pt06_002, VGAT_5mspulses_5Hz_pt035_to_pt06_003, VGAT_5mspulses_5Hz_pt045_to_pt1_000, VGAT_5mspulses_5Hz_pt045_to_pt1_001, VGAT_5mspulses_5Hz_pt045_to_pt1_002","Images:   6, Videos:   7"
82,2018.10.11_000,"NS9- NIHL? - VGAT DOB 8/22/2018, 17g, p50, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal.,CBA Mouse,vGAT,het,p50,f,17g,Standard ACSF,Cesium,34C,True,True,slice_002, , , ,True,cell_000, ,tuberculoventral, ,True,"VGAT_5mspulses_5Hz_pt035_to_pt06_001.V.0/1, VGAT_5mspulses_5Hz_pt035_to_pt06_003.V.0/1","VCIV_simple_000, VCIV_simple_001, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt035_to_pt06_002, VGAT_5mspulses_5Hz_pt045_to_pt1_000, VGAT_5mspulses_5Hz_pt045_to_pt1_001","Images:  15, Videos:  10"
